📺通知📺,#genre# 
EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
plus3,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/PLAYLIST.m3u8
FISHING낚시,http://media.fishingtv.kr:1935/mobileLIVE/_definst_/mp4:livestream.sdp/playlist.m3u8
GOOD-1(중국교회방송),http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8
GOOD-2(중국교회방송),http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8
BBS_TV(불교),http://bbstv.clouducs.com:1935/bbstv-live/livestream/playlist.m3u8
MTN,http://183.110.27.87/mtnlive/_definst_/720/chunklist.m3u8
머니투데이방송,http://moneytoday1.ktcdn.co.kr:1935/mtnlive/720/playlist.m3u8
한국선거방송,http://necgokr2-724.acs.wecandeo.com/ms/2528/724/index_1.m3u8
NBS한국농업방송,https://media.joycorp.co.kr:4443/live/live_360p/playlist.m3u8
KCTV_HV1,http://119.77.96.184:1935/chn21/chn21/playlist.m3u8
KCTV_HV2,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
韩国·TBS,http://58.234.158.60:1935/catvlive/myStream/playlist.m3u8
韩国·SBS CJB,http://1.222.207.80:1935/live/cjbtv/chunklist_w1357270949.m3u8
韩国·KBC SBS综艺,http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
韩国·EBS第一频道,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8
韩国·EBS第二频道,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
韩国·EBS加一频道,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
韩国·EBS加二频道,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
국악방송,http://mgugaklive.nowcdn.co.kr/gugakvideo/gugakvideo.stream/playlist.m3u8
국방TV,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
CPBC,https://media1.cpbc.co.kr:8888/vod/_definst_/mp4:ads/spot_khs.mp4/chunklist.m3u8
Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Arirang,http://amdlive-ch02.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Arirang,http://amdlive-ch03.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/.m3u8
Arirang Radio,http://amdlive-ch02.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/playlist.m3u8
Arirang Radio,http://amdlive-ch03.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/playlist.m3u8
Arirang Radio ,http://amdlive.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/.m3u8
BBS Buddhist Broadcasting ,http://bbstv.clouducs.com:1935/bbstv-live/livestream/playlist.m3u8
CJB청주방송 (SBS 淸州) ,http://1.222.207.80:1935/live/cjbtv/playlist.m3u8
GCN24 English ,http://liveen24-manminglobal3.ktcdn.co.kr/liveen24/gcnus_high/playlist.m3u8
GCN24 Korean ,http://liveko24-manminglobal3.ktcdn.co.kr/liveko24/gcnko_high/playlist.m3u8
Gugbang TV ,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
KBC 광주방송 (SBS 光州),http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
KBS LiveCam DokDo,http://kbs-dokdo.gscdn.com/dokdo_300/dokdo_300.stream/playlist.m3u8
KCTV 광주 CH05 ,http://119.77.96.184:1935/chn05/chn05/playlist.m3u8
MBC,http://123.254.72.24:1935/tvlive/livestream2/playlist.m3u8
MTN,http://183.110.27.87/mtnlive/720/playlist.m3u8
TBC 대구 (SBS 大邱) [Geo-blocked],http://221.157.125.239:1935/live/psike/playlist.m3u8
TBS Seoul,https://cdntv.tbs.seoul.kr/tbs/tbs_tv_web.smil/playlist.m3u8
TJB 대전방송 (SBS 大田) ,http://1.245.74.5:1935/live/tv/.m3u8
TVWorkNet,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8
가요TV ,http://gayotv.net:1935/live/gayotv/playlist.m3u8
국악방송,http://mgugaklive.nowcdn.co.kr/gugakvideo/gugakvideo.stream/playlist.m3u8
대구 MBC (MBC Daegu) ,https://5e04aba713813.streamlock.net/live/livetv/playlist.m3u8
제주 MBC (MBC Jeju),https://5cf58a556f9b2.streamlock.net/live/tv_jejumbc/playlist.m3u8
춘천MBC (MBC Chuncheon) ,https://5c74939c891dc.streamlock.net/live/TV/playlist.m3u8
한국선거방송,http://necgokr2-724.acs.wecandeo.com/ms/2528/724/index_1.m3u8
TBS,http://58.234.158.60:1935/catvlive/myStream/playlist.m3u8
korea TV,https://hlive.ktv.go.kr/live/klive_h.stream/chunklist_w397380413.m3u8
Channel A,http://119.77.96.184:1935/chn21/chn21/playlist.m3u8
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
阿里郎WORLD,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
阿里郎WORLD,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch/master.m3u8
EBS 1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.index.m3u8
EBS 2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
EBS i,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
EBS+2,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
EBS E,http://ebsonairios.ebs.co.kr/plus3tablet500k/tablet500k/plus3tablet500k.index.m3u8
EBS KIDS,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/ebsutablet500k.m3u8
YTN,http://slive.ytn.co.kr/ytn/_definst_/ytn_stream_20190306/playlist.m3u8
가요TV,http://gayotv.net:1935/live/gayotv/playlist.m3u8
국악방송,http://mgugaklive.nowcdn.co.kr/gugakvideo/gugakvideo.stream/playlist.m3u8
춘천MBC(MBC Chuncheon),https://5c74939c891dc.streamlock.net/live/TV/playlist.m3u8
MTN,http://183.110.27.87/mtnlive/_definst_/720/chunklist.m3u8
NBS Korea Agricultural Broadcasting,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
대전MBC(MBC Daejeon),https://5c482867a8b63.streamlock.net/live/myStream.sdp/playlist.m3u8
선거방송,http://necgokr2-724.acs.wecandeo.com/ms/2528/724/index_1.m3u8
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist.m3u8
KCTV,http://119.77.96.184:1935/chn21/chn21/playlist.m3u8
Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist.m3u8
Arirang,,http://58.99.33.16:1935/liveedge17/live_158_3.stream/chunklist.m3u8
KBS Wrold,http://50.7.161.82:8278/streams/d/KBS/playlist.m3u8

国外频道_666,#genre#
俄罗斯中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
V Galega,https://cdn.jmvstream.com/w/LVW-8538/LVW8538_KBtZ9UMIZn/chunklist.m3u8
鬼魂电视,https://haunttv-roku.amagi.tv/playlist.m3u8
户外频道(澳大利亚),https://outdoorchannel-samsungau.amagi.tv/playlist.m3u8
户外电视(加拿大),https://outside-tv-samsung-ca.samsung.wurl.com/manifest/playlist.m3u8
Weather Gone Viral,https://linear-128.frequency.stream/dist/localnow/128/hls/master/playlist.m3u8
The Monarch Channel,https://a.jsrdn.com/broadcast/0c9a09c94c/+0000/c.m3u8
Sightline,https://linear-64.frequency.stream/dist/localnow/64/hls/master/playlist.m3u8
Pattrn,https://linear-76.frequency.stream/dist/localnow/76/hls/master/playlist.m3u8
Everyday Heroes,https://a.jsrdn.com/broadcast/7b1451fa52/+0000/high/c.m3u8
Monarch,https://a.jsrdn.com/broadcast/0c9a09c94c/+0000/high/c.m3u8
30A Darcizzle Offshore (720p),https://30a-tv.com/darcizzle.m3u8
AgroBrasil TV (486p),http://45.162.230.234:1935/agrobrasiltv/agrobrasiltv/playlist.m3u8
AKC TV,https://video.blivenyc.com/broadcast/2061/22/file-858k.m3u8
AKC TV (1080p),https://video.blivenyc.com/broadcast/prod/2061/22/desktop-playlist.m3u8
AKC TV,https://video.blivenyc.com/broadcast/prod/2061/22/file-4692k.m3u8
AKC TV - Meet the Breeds,https://video.blivenyc.com/broadcast/prod/2061/61/file-4692k.m3u8
AKC TV - Puppies,https://video.blivenyc.com/broadcast/prod/2061/29/file-4692k.m3u8
Love Nature (1080p),http://bamus-eng-roku.amagi.tv/playlist.m3u8
Terra Viva (720p),http://evpp.mm.uol.com.br:1935/band_live/terraviva/playlist.m3u8
Travel Guide TV,http://cdn10.live-tv.od.ua:8081/leonovtv/1080i/playlist.m3u8
Local Now Discover,https://linear-145.frequency.stream/dist/localnow/145/hls/master/playlist.m3u8
俄罗斯卫星通讯社,http://live-ratnik.cdnvideo.ru/ratnik/ratnik.sdp/playlist.m3u8
Fox News Now,https://fox-foxnewsnow-vizio.amagi.tv/playlist.m3u8
MUSICAL TV,https://cloud2.streaminglivehd.com:1936/8070/8070/chunklist_w19391440.m3u8
100%新闻,http://85.238.112.40:8810/hls_sec/239.33.16.32-.m3u8
Общественное Независимое Телевидение,http://85.238.112.40:8810/hls_sec/239.33.75.33-.m3u8
anninhtv,https://livecdn.fptplay.net/sdc/anninhtv_hls.smil/playlist.m3u8
Quốc Hội,https://livecdn.fptplay.net/sdc/quochoivn_hls.smil/playlist.m3u8
NH n D n,https://livecdn.fptplay.net/sdc/truyenhinhnhandan_hls.smil/playlist.m3u8
VOV TV,https://livecdn.fptplay.net/sdc/vovtvsd_2000.stream/chunklist.m3u8
俄罗斯IGITV蓝光,http://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8
俄罗斯 Ⅰ OR 音乐频道,http://rtmp.one.by:2200/
俄罗斯Tivikom Ulan-Udje,http://tvcom.stream.intelema.ru/tvcom/studio/index.m3u8
俄罗斯Astrakhan 24 (Opt-2),http://streaming.astrakhan.ru/astrakhan24/index.m3u8
俄罗斯First Music (Opt-3),http://rtmp.one.by:1200
俄罗斯Krasnaja Linija,http://kprf-htlive.cdn.ngenix.net/live/_definst_/stream_high/playlist.m3u8
俄罗斯Nastoyashcheye Vremya,http://rfe-lh.akamaihd.net/i/rfe_tvmc5@383630/master.m3u8
俄罗斯RBC (Opt-1),http://92.50.128.180/utv/1358/index.m3u8
俄罗斯Shanson TV (Opt-1),http://hls.shansontv.cdnvideo.ru/shansontv/smil:shansontv.smil/playlist.m3u8
俄罗斯Shanson TV (Opt-2),http://chanson-video.hostingradio.ru:8080/hls/chansonabr/live.m3u8
俄罗斯Tjumenskoe Vremja,http://streams.sibinformburo.cdnvideo.ru/sibinformburo/sibinformburo.sdp/playlist.m3u8
俄罗斯TRO Soyuz,http://live2.mediacdn.ru/sr1/tro/playlist.m3u8
印度ABP Asmita,http://abpasmita-lh.akamaihd.net:80/i/abpasmita_1@77821/master.m3u8
伊朗PBC Tapesh TV,http://iptv.tapesh.tv/tapesh/playlist.m3u8
伊拉克 Al Sharqiya,http://ns8.indexforce.com:1935/home/mystream/playlist.m3u8
伊拉克 Sharqiya News,http://ns8.indexforce.com:1935/alsharqiyalive/mystream/playlist.m3u8
泰国lNBT 曼谷频道,http://live.prd.go.th:1935/live/ch1_L.sdp/chunklist.m3u8
杜拜,http://dmiffthvll.cdn.mangomolo.com/noordubaitv/smil:noordubaitv.smil/chunklist_b725000.m3u8
哈利杰,http://mn-nl.mncdn.com/khalij/khalij/playlist.m3u8
阿曼电视台,http://partne.cdn.mangomolo.com/omantv/smil:omantv.stream.smil/playlist.m3u8
阿曼电视台备,http://jmc-live.ercdn.net/alistiqama/alistiqama_576p.m3u8
阿曼电视文化,http://partwo.cdn.mangomolo.com/omcultural/smil:omcultural.stream.smil/playlist.m3u8
阿曼体育,http://partne.cdn.mangomolo.com/omsport/smil:omsport.stream.smil/playlist.m3u8
阿根廷 5 TV Corrientes,http://www.coninfo.net:1935/tvcinco/live1/chunklist_w1546509083.m3u8
BBC多伦多Gaunda Punjab,http://start.agmediachandigarh.com/gaundapunjab/tv/playlist.m3u8
CGTN Русский,http://liveru.cgtn.com/1000r/prog_index.m3u8
CNN印度尼西亚,http://live.cnnindonesia.com:80/livecnn/smil:cnntv.smil/chunklist_b384000_sleng.m3u8
Darcizzle电视,http://30a-tv.com/darcizzle.m3u8
阿布扎比国家地理,http://admdn2.cdn.mangomolo.com/nagtv/smil:nagtv.stream.smil/playlist.m3u8
杜拜,http://dmiffthvll.cdn.mangomolo.com/noordubaitv/smil:noordubaitv.smil/chunklist.m3u8
迪拜电视台,http://dminnvll.cdn.mangomolo.com/dubaione/smil:dubaione.stream.smil/chunklist.m3u8
CITRUSS电视,https://citrusstv.akamaized.net/hls/live/687285/CTV/01.m3u8
Y频道,http://cdn19.live247stream.com/channely/tv/playlist.m3u8
美国之音,https://voa-lh.akamaihd.net/i/voa_mpls_tvmc6@320298/master.m3u8
美国  狗狗宠物,http://video.blivenyc.com/broadcast/prod/2061/22/file-3192k.m3u8
彭博财经(美)Bloomberg TV,http://liveproduseast.akamaized.net/us/Channel-USTV-AWS-virginia-1/Source-USTV-1000-1_live.m3u8
美国购物QVC TV  UK,http://live.qvcuk.simplestreamcdn.com/live/qvcuk_main_clean/bitrate1.isml/3/prog_index.m3u8
美国购物QVC Beauty TV  UK,http://live.qvcuk.simplestreamcdn.com/live/qvcuk_beauty_clean/bitrate1.isml/3/prog_index.m3u8
HONOE,http://serv25.vintera.tv:8081/novoetv/nov_tv/playlist.m3u8
KPRF,http://kprf-htlive.cdn.ngenix.net/live/_definst_/stream_high/chunklist.m3u8
Ytv,http://streams.sibinformburo.cdnvideo.ru/sibinformburo/sibinformburo.sdp/chunklist.m3u8
VB,http://live.tv2bornholm.dk/stream/live/chunklist.m3u8
American Horrors,http://170.178.189.66:1935/live/Stream1/.m3u8
NEWS 24,http://tv.balkanweb.com:8081/news24/livestream/chunks.m3u8
News 24 Balkan,http://tv.balkanweb.com/news24/livestream/playlist.m3u8
TV 5,http://hls.cdn.ua/tv5.zp.ua_live/_definst_:tv5/playlist.m3u8
ECKO EXPRES music,http://ocko-live.ssl.cdn.cra.cz/channels/ocko_expres/playlist/cze/live_lq.m3u8
法国Francophonie 24,http://mv2.tvfrancophonie.org/live/Stream1/media_b776739_w671289549.m3u8
德国Baden TV,http://badentv-stream2.siebnich.info/rtplive/btv.stream/live.m3u8
德国MDF.1,http://62.113.210.250/medienasa-live/mdf1_high/agustiny.m3u8
德国QVC,http://ios-stream.qvc.de/qvc.m3u8
俄罗斯Muz Sojuz,http://hls.tvsoyuz.cdnvideo.ru/tvsoyuz2/muzsoyuz.6fw0-58xp-acts-esy0/chunklist.m3u8
波兰TV Kujawy (Opt-1),http://stream.tvkujawy.pl:8080/live/broadcast.m3u8
挪威Stortinget,http://flash0.19333-live0.dna.qbrick.com:1935/19333-live0/push-stortinget_1/playlist.m3u8
阿根廷Radio TV Neuquen,http://media.neuquen.gov.ar/rtn/television/chunklist_w1330236482.m3u8
秘鲁Monterrico TV,http://vs8.live.opencaster.com/20100152275/jcpstream/playlist.m3u8
哥斯达黎加 Extrema TV,http://livestreamcdn.net:1935/ExtremaTV/ExtremaTV/playlist.m3u8
乌克兰Lale,http://stream.atr.ua/lale//live/index.m3u8
捷克Retro (Opt-1),http://stream.mediawork.cz/retrotv/retrotvHQ1/playlist.m3u8
斯洛伐克TV 8,http://109.74.145.11:1935/tv8/mp4:tv8.stream_360p/chunklist_w974670813.m3u8
斯洛伐克TVNZ,http://s1.media-planet.sk:80/live/novezamky/BratuMarian.m3u8
希腊Fox TV,http://live.streams.ovh:1935/foxtv/foxtv/playlist.m3u8
希腊Ionian Channel,http://stream.ioniantv.gr:8081/ionian/live/playlist.m3u8
土耳其Cay TV,http://stream2.taksimbilisim.com:1935/caytv/bant1/CAYTV.m3u8
伊朗Rangarang TV,http://iptv.rangarang.us/live/playlist.m3u8
加纳TV Africa (Ghana),http://africatv.live.net.sa:1935/live/africatv/playlist.m3u8
NHK,https://nhkwlive-xjp.akamaized.net/hls/live/2003458/nhkwlive-xjp-en/index_1M.m3u8
Nasa TV,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master_2000.m3u8

国外影视_666,#genre# 
AXN,http://vipeiptv.com:8080/Daedri2904/Ddjj290418/856087
索尼电影,http://vipeiptv.com:8080/Daedri2904/Ddjj290418/856654
CINEMAX电影,http://vipeiptv.com:8080/Daedri2904/Ddjj290418/856096
华纳电影,http://vipeiptv.com:8080/Daedri2904/Ddjj290418/856179
HBO,http://vipeiptv.com:8080/Daedri2904/Ddjj290418/856317
BFLIX MOVIES,https://m-c036-j2apps.s.llnwi.net/hls/5045.BFlixMovies.in.m3u8
MANORANJAN MOVIES,https://m-c036-j2apps.s.llnwi.net/hls/2172.ManoranjanMovies.in.m3u8
KCV Movies,http://198.144.149.82:8080/NOTV/KCVMOVIE/index.m3u8
Public Movies,http://14.199.164.20:4001/play/a0ll/index.m3u8
Sky-MoviesComedy,http://dminnvll.cdn.mangomolo.com/dubaione/smil:dubaione.stream.smil/chunklist_b380000.m3u8
Wixlar,http://web.onair-radio.eu:1935/wixlar/wixlar/playlist.m3u8
STV SANVITO TV,Http://stmv1.srvif.com/sanvito/sanvito/chunklist_w902196568.m3u8
